name,brand,description
Sensitive Skin Nourishing Body Wash,Dove,"Nourish your skin senses with Dove Hypoallergenic Body Wash for sensitive skin. This nourishing body wash, with 24hr Renewing MicroMoisture, gently cleanses and nourishes the skin, leaving it renewed and healthy-looking for 24 hours. From the No.1 dermatologist-recommended body wash brand, this nourishing body wash has a luxurious lather you'll love to use in the shower after a long day. Dove Hypoallergenic Body Wash has been developed with millions of MicroMoisture droplets and plant-based moisturizers, creating a formula that works to gently cleanse and moisturize skin and nourish your microbiome – skin's living protective layer. As a specially designed body wash for soft skin, your skin will feel as soft as it looks. This nourishing body wash also has a 98% biodegradable formula*. *98% of ingredients break down into carbon dioxide, water and minerals (OECD test methods 301, 302 and/or 310). This gentle skin cleanser is packaged in 100% recycled plastic bottles, vegan, and Dove is PETA approved, meaning we do not test on animals, anywhere in the world, so you can feel good about switching to Dove. Plus, this hydrating body wash is made without sulfates or parabens. How to use: For 24 hours of radiant skin, squeeze a generous amount of Dove Hypoallergenic Sensitive Skin Body Wash into your palms. Massage the body wash onto your skin, taking a moment to enjoy the rich lather and hypoallergenic fragrance, before rinsing off to reveal soft, smooth skin. Dove care goes further than moisturizing skin care with 100% recycled plastic bottles and, globally, Dove is PETA approved. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. So, we are on a mission to help the next generation of women develop a positive relationship with the way they look-reaching over ¼ of a billion young people with self-esteem education by 2030."
MEN+CARE Extra Fresh Body and Face Wash,Dove,
Beauty Moisture Facial Foam,Dove,
VisibleCare Toning Body Wash,Dove,
Dive In Serum,Dove,
Advanced Care Dry Spray Antiperspirant Deodorant Lavender Fresh,Dove,
Deep Moisture Body Wash,Dove,
Dermacare Scalp Anti Dandruff Shampoo,Dove,
Invisible Dry Spray Sheer Fresh Antiperspirant Deodorant,Dove,
DermaSeries Gentle Cleansing Body Wash,Dove,
Intimo Neutrocare,Dove,
Shea Butter and Warm Vanilla Body Lotion,Dove,
DermaSpa Summer Revived Med - Dark Lotion,Dove,• Our first body lotion with advanced care and natural tanners\n\n• Nourishes skin from deep down*\n\n• Use for fair to medium results\n\n• Combines Cell-Moisturisers® with natural looking tanners\n\n• Enjoy the luxury of a spa experience with dermatological care
Men+Care Sensitive Clean Defense Body and Face Wash,Dove,"To start the day on a clean note, add Dove Men+Care Skin Defense Body and Face Wash to your shower and skin care routine. This highly effective antibacterial cleansing formula is tough on dirt and germs, but easy and comfortable on skin. Dove's smooth, hydrating body wash uniquely formulated for men helps keep skin healthy looking and strong, and is clinically proven to eliminate 99% of bacteria. With MicroMoisture technology, that activates when lathering, Dove Men+Care Skin Defense Body Wash helps to lock in your skin's natural moisture and leave it feeling fresh and hydrated. This #1 Dermatologist recommended brand body wash can be used both as a body wash and a face wash. Delivering total skin comfort, this mens body wash rinses away cleanly without leaving any residue behind so you get a refreshing clean. The formula leaves you with a clean body and a crisp, refreshing scent. Now you can start your day with skin that feels healthy, protected, clean, and refreshed with this powerful and effective body wash for men. For a clean face and body, squeeze Dove Men+Care Body and Face Wash into the palm of your hand. Work it into a light foam lather between your hands and massage onto face and body before rinsing thoroughly. Dove Men+Care celebrates a new definition of strength: one with care at its center. We believe that care makes a man stronger. Real strength is shown through the care you give to the people who matter to you - and that includes you. That's why we specially designed Dove Men+Care products to protect and care for your skin.\n"
Deep Dive Glycolic Facial Cleanser,Dove,
Purely Pampering Coconut Milk Beauty Bar,Dove,"moisturizing coconut milk beauty bar will leave your skin soft and clean We created a range of skin cleansing and skin care products designed to leave you and your skin feeling refreshed. The secret to beautiful skin is moisture, and no other bar soap hydrates. We believe that cleansing should be an opportunity for you to take a few moments just for yourself. That’s why we created the pampering Dove Shea Butter Beauty Bar, an indulgent Dove Beauty Bar that has the warm, comforting scents of shea butter and vanilla. Formulated with Dove’s gentle cleansers and 1/4 moisturizing cream, the Shea Butter Beauty Bar leaves skin feeling soft and smooth and looking radiant. A gentle cleanser that cares for your skin as you cleanse, Dove Beauty Bar helps deliver nourishment and leave your face and body feeling soft and smooth and looking more radiant than an ordinary bar soap does. Use your Beauty Bar as a facial cleanser or as a gentle skin cleanser for your body and hands. For best results, rub your Dove Shea Butter Beauty Bar between wet hands and massage the smooth, creamy lather over your skin before rinsing thoroughly. With beautiful blends of skin-loving ingredients, Dove cleansing skin care products create a rich lather with soothing scents that create a relaxing experience that will leave both you and your skin feeling balanced, renewed, and nourished. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. Our mission is to help the next generation of women develop a positive relationship with the way they look, helping them raise their self-esteem and realize their full potential."
Dry Oil Beauty Bar,Dove,"Dove Dry Oil Beauty Bar with Argan Oil: Protect skin from dryness while you shower. Dry skin needs a special kind of care. If your skin is feeling dry, you want to build a skin care routine that makes it feel protected from dryness right from the beginning of your day. Dove Dry Oil Beauty Bar contains argan oil, a vitamin E-rich oil that’s known for its moisture-locking properties in even the driest of climates. This dry oil for skin is combined with Dove’s mild cleansers and signature ¼ moisturizing cream and our gentlest cleansers for dry skin. The Dry Oil Beauty Bar gently cleanses and cares for your skin, leaving it feeling soft, smooth and radiant vs. ordinary soap. It's not a soap – it’s a beauty bar. What's different about Dove? Soap bars can cause skin to feel dry, tight and irritated, as some cleansing ingredients strip skin of essential nutrients. Dove Beauty Bars contain gentle cleansers that help your skin retain its natural moisture, and a mild formula that’s kind to your skin. For best results, rub your Dove bar between your hands and enjoy the rich, creamy lather and evocative amber scent before rinsing away with warm water. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. So, we are on a mission to help the next generation of women develop a positive relationship with the way they look - helping them raise their self-esteem and realize their full potential."
Milk - Almarai,Almarai,Almarai Full Fat 100% Fresh Cow's Milk is a rich source of protein and calcium. Contains added vitamins and minerals that promote the health of the body. Prepared without preservatives and without milk powder.
Milk - Almarai,Almarai,Almarai Full Fat 100% Fresh Cow's Milk is a rich source of protein and calcium. Prepared without preservatives and without milk powder.
Go Fresh Burst Body Wash,Dove,"moisturizing coconut milk beauty bar will leave your skin soft and clean We created a range of skin cleansing and skin care products designed to leave you and your skin feeling refreshed. The secret to beautiful skin is moisture, and no other bar soap hydrates. We believe that cleansing should be an opportunity for you to take a few moments just for yourself. That’s why we created the pampering Dove Shea Butter Beauty Bar, an indulgent Dove Beauty Bar that has the warm, comforting scents of shea butter and vanilla. Formulated with Dove’s gentle cleansers and 1/4 moisturizing cream, the Shea Butter Beauty Bar leaves skin feeling soft and smooth and looking radiant. A gentle cleanser that cares for your skin as you cleanse, Dove Beauty Bar helps deliver nourishment and leave your face and body feeling soft and smooth and looking more radiant than an ordinary bar soap does. Use your Beauty Bar as a facial cleanser or as a gentle skin cleanser for your body and hands. For best results, rub your Dove Shea Butter Beauty Bar between wet hands and massage the smooth, creamy lather over your skin before rinsing thoroughly. With beautiful blends of skin-loving ingredients, Dove cleansing skin care products create a rich lather with soothing scents that create a relaxing experience that will leave both you and your skin feeling balanced, renewed, and nourished. At Dove, our vision is of a world where beauty is a source of confidence, and not anxiety. Our mission is to help the next generation of women develop a positive relationship with the way they look, helping them raise their self-esteem and realize their full potential."
